size,sortedness,inversions,randomness,duplicate_ratio,entropy,variance,best_algo
185,0.4945652173913043,8600,0.7367756960360381,0.32432432432432434,6.335718673957501,865.4379547114683,quick
296,0.4915254237288136,20832,0.7498119507916997,0.27702702702702703,7.016456639471441,2473.229547114682,quick
35,0.4411764705882353,356,0.6289917270196267,0.0,5.129283016944964,2382.8897959183673,quick
1814,0.4991726420297849,833762,0.7133612932926089,0.18908489525909591,8.347729839544986,11141.433076865102,quick
28,0.6296296296296297,175,0.8441068767208239,0.25,3.6820058147602133,22.872448979591837,quick
39,0.47368421052631576,295,0.8951178892436603,0.2564102564102564,4.089781950065051,52.604865220249835,quick
1928,0.839647119875454,198000,1.9022735661542511,0.0,10.912889336230378,1239937.7899054768,merge
32,0.0,496,0.7059272857868498,0.0,5.0,322.5625,merge
1407,0.0,989121,0.7198344417811474,0.0,10.458406613236814,671486.8630317799,merge
38,0.5135135135135135,406,0.7124598108469786,0.0,5.247927513443589,3282.681440443213,quick
391,0.5025641025641026,38688,0.6849512450046399,0.0,8.611024797307405,317018.8746672248,quick
40,0.7948717948717948,34,1.2976388211326468,0.0,5.3219280948873635,542.134375,insertion
1606,0.49781931464174456,642810,0.758314391189075,0.27334993773349936,9.487689889225102,74748.73204351986,quick
1818,0.8381948266373143,174509,1.944139585435073,0.0,10.828136484194138,1098472.396237176,merge
192,0.0,18336,0.7301702630346169,0.0,7.584962500721179,11070.554009331596,merge
34,0.6363636363636364,237,0.8158542263605625,0.2647058823529412,3.8366003408685505,20.06660899653979,quick
20,0.7894736842105263,14,0.8124251360631831,0.0,4.321928094887363,122.8875,insertion
23,1.0,0,0.7965243363203743,0.0,4.523561956057013,142.82419659735348,insertion
130,0.0,8385,0.7304230809602996,0.0,7.022367813028455,4937.842366863905,merge
459,0.48034934497816595,52312,0.6862036471582711,0.0,8.84235034341392,453607.00636507326,quick
1913,0.5115062761506276,881687,0.6931717447034372,0.1934134866701516,8.447775779983438,11821.655656171532,quick
1326,0.5018867924528302,429801,0.6853290843060109,0.19004524886877827,7.88915385315537,5719.068255495725,quick
1219,1.0,0,0.722043259854273,0.0,10.251482410620286,509370.2367329963,merge
41,0.0,820,0.6062354057166428,0.0,5.357552004618081,565.4134443783463,merge
1621,0.8364197530864198,151790,1.8896659271154497,0.0,10.662668375517717,888176.3508226579,merge
881,0.5159090909090909,196433,0.7299427855322663,0.0,9.782998208920572,1597002.9103549393,quick
63,0.5,880,0.7137459170683107,0.25396825396825395,5.016496986785936,121.06777525825146,quick
21,0.55,59,0.5289516320826934,0.3333333333333333,3.1775662320965252,9.4875283446712,insertion
76,0.49333333333333335,1211,0.7530551283774516,0.19736842105263158,3.7936895558316572,20.410491689750693,quick
415,0.48792270531400966,42571,0.7270192826920943,0.19036144578313252,6.236697612083373,540.3245986355059,quick
395,0.0,77815,0.7637609419079379,0.0,8.62570884306451,55943.600769107514,merge
30,1.0,0,0.5428101480607113,0.0,4.906890595608519,276.0488888888888,insertion
15,0.5,50,0.6009252123436384,0.3333333333333333,2.6565647621309543,2.6488888888888886,insertion
60,0.847457627118644,182,1.674350598548549,0.0,5.906890595608517,978.2822222222221,insertion
251,1.0,0,0.6532236195656103,0.0,7.971543553950766,21318.56662592657,insertion
112,0.4774774774774775,3134,0.7332098255019692,0.0,6.807354922057591,28597.613520408162,quick
847,0.0,358281,0.7523136202084103,0.0,9.726218159332241,237704.24141598443,merge
35,0.5588235294117647,298,0.6863744722554083,0.2,2.6600720344429605,3.186938775510204,quick
40,1.0,0,0.6928300603425478,0.0,5.3219280948873635,556.719375,insertion
1285,0.5093457943925234,415671,0.745625708101815,0.25836575875486384,9.14180499752974,47424.495876697605,quick
11,0.5,20,0.5294117643944637,0.36363636363636365,2.2312702546075758,1.6033057851239667,insertion
1810,0.8286346047540077,202913,1.8470359379079813,0.0,10.821773981970841,1111208.8331445926,merge
35,0.5882352941176471,330,0.8432818808201784,0.2571428571428571,3.5672534608576196,28.729795918367344,quick
55,0.48148148148148145,712,0.6673558845069711,0.2,3.3458097684664527,8.53685950413223,quick
23,1.0,0,0.5869502073333726,0.0,4.523561956057013,169.19470699432893,insertion
48,0.5319148936170213,531,0.8403504175288813,0.25,4.3477942093616955,65.17664930555556,quick
31,1.0,0,0.46259244406881145,0.0,4.954196310386877,246.77211238293444,insertion
46,0.5333333333333333,558,0.6728020911442382,0.0,5.5235619560570095,4053.1290170132315,quick
50,0.5306122448979592,721,0.883568122817438,0.3,4.593269689515108,79.68959999999998,quick
330,1.0,0,0.7842752840175765,0.0,8.366322214245866,35097.176685032144,insertion
263,0.5229007633587787,17845,0.6961414208401893,0.0,8.038918989292329,149718.64621434457,quick
413,0.5145631067961165,39406,0.7289728860154937,0.0,8.68999797141945,347405.9103588577,quick
1732,1.0,0,0.6837008208010394,0.0,10.758223214726918,997108.3272191968,merge
997,0.5,241600,0.7168366334879654,0.0,9.961449694398327,2078026.6120347,quick
359,0.8519553072625698,6865,2.054896185014367,0.0,8.487840033823066,42397.378465406066,merge
1331,0.5045112781954887,440686,0.7621659077210634,0.2607062359128475,9.12244659733086,46991.623317514895,quick
1706,0.5055718475073314,734574,0.7340827385360655,0.2772567409144197,9.539151228138202,87518.46711798507,quick
1740,0.8315123634272571,172248,1.86889016105112,0.0,10.764871590735986,1001025.0252952833,merge
71,0.8285714285714286,145,1.6215431789496817,0.0,6.149747119504677,1804.619718309859,insertion
241,0.5291666666666667,14891,0.7796498557788438,0.2863070539419087,6.7451032512884455,1802.2996849227802,quick
1195,0.830820770519263,86197,1.8272820190726335,0.0,10.222794902868097,470677.2828346843,merge
1914,1.0,0,0.7135524478480377,0.0,10.90237511448573,1222771.1626152345,merge
36,1.0,0,0.5630644032124418,0.0,5.1699250014423095,411.1936728395062,insertion
36,1.0,0,0.658424155700831,0.0,5.1699250014423095,380.8233024691358,insertion
576,0.0,165600,0.7439059991943423,0.0,9.169925001442374,110414.36542426216,merge
1466,0.5071672354948805,520867,0.7634332375253,0.2694406548431105,9.295241328996957,57479.99137894131,quick
28,0.5555555555555556,229,0.7147782167217689,0.2857142857142857,3.794336065750451,36.07142857142857,quick
482,0.5218295218295218,57399,0.724673717272269,0.25933609958506226,7.694949933049312,6247.2791618601605,quick
1545,0.49805699481865284,606218,0.7516092926254769,0.26407766990291265,9.36382473262087,66836.71277678282,quick
1143,0.5052539404553416,330269,0.713375187955931,0.19335083114610674,7.6893402181993284,4484.444505679136,quick
1118,0.0,624403,0.6918947470222279,0.0,10.12670447284323,415081.0041834544,merge
28,0.5925925925925926,190,0.7034307461412879,0.25,3.535582047970575,16.525510204081634,quick
431,1.0,0,0.7189995361682612,0.0,8.751544059089078,62581.407421364,insertion
1805,0.5099778270509978,811703,0.738197154119673,0.2753462603878116,9.622368926659927,92935.07378979598,quick
1650,0.0,1360425,0.7170131588086699,0.0,10.688250309133062,913247.198184022,merge
12,1.0,0,0.8221315443563084,0.0,3.584962500721156,38.74305555555555,insertion
1998,0.5052578868302454,1022742,0.7095064648106449,0.19119119119119118,8.497453885469431,13009.092802762723,quick
226,0.0,25425,0.7788880959804175,0.0,7.8201789624152145,17911.23676482105,merge
17,0.625,63,0.6859355246843395,0.29411764705882354,2.3071885761626683,1.986159169550173,insertion
1444,0.8357588357588358,116788,1.892633538510818,0.0,10.495855026887444,706256.3509775861,merge
198,1.0,0,0.642482478771575,0.0,7.629356620079592,13641.058055300482,insertion
1314,0.0,862641,0.7480919337823786,0.0,10.359749560322204,577900.3136298243,merge
14,0.46153846153846156,45,0.850238171519769,0.0,3.8073549220576055,266.4540816326531,insertion
1294,0.8290796597061099,101765,1.7818916092547787,0.0,10.337621901992549,544667.4050414587,merge
26,0.6,174,0.6415776621728142,0.2692307692307692,3.59448250651942,15.01923076923077,quick
1003,0.5,251818,0.7746387676155617,0.27916251246261214,8.784215345574347,27498.778981102554,quick
353,1.0,0,0.6767379532698345,0.0,8.463524373271145,40644.269707645515,insertion
752,0.0,282376,0.6923589038336329,0.0,9.554588851677702,188383.39212985235,merge
805,0.5074626865671642,163039,0.6848529274680378,0.0,9.652844973002095,1401118.8984900273,quick
1841,1.0,0,0.7218525621378958,0.0,10.846273911349565,1131301.230331153,merge
409,0.49264705882352944,41077,0.7119992498573909,0.2713936430317848,7.463389942636318,3990.42514093053,quick
19,0.5,85,0.7458956653721295,0.2631578947368421,2.7925862263697305,4.7756232686980615,insertion
1518,0.0,1151403,0.6891665690103251,0.0,10.5679560754152,772209.2183256347,merge
80,0.0,3160,0.6421680679862186,0.0,6.321928094887356,2085.4975,merge
235,0.5042735042735043,14531,0.7300450300078996,0.0,7.876516946564981,117020.67951109099,quick
24,1.0,0,0.5539117091174525,0.0,4.584962500721156,191.38888888888889,insertion
215,0.0,23005,0.6467026354107398,0.0,7.748192849589435,15670.934213088154,merge
1271,0.494488188976378,406133,0.7440225764808795,0.26514555468135326,9.067293760914028,42565.60068117623,quick
18,1.0,0,0.601105751607892,0.0,4.169925001442312,100.24691358024691,insertion
293,0.8356164383561644,4423,1.8108469112311076,0.0,8.194756854422295,26574.955445025567,merge
36,0.0,630,0.6357018025604789,0.0,5.1699250014423095,491.59876543209873,merge
50,0.0,1225,0.7869464680539079,0.0,5.643856189774728,731.2724,merge
1406,1.0,0,0.7453294665309828,0.0,10.45738087907227,658739.9377834074,merge
232,0.5021645021645021,12162,0.7162020316423312,0.27155172413793105,6.580583878707518,1338.2752489595719,quick
10,0.7777777777777778,5,0.9103845338115448,0.0,3.321928094887362,19.2,insertion
1732,0.0,1499046,0.6943126567621375,0.0,10.758223214726918,969998.8522419982,merge
343,0.49707602339181284,27037,0.7114852282595949,0.1924198250728863,5.976317031826026,392.1790920449813,quick
16,0.6666666666666666,46,0.609254573350074,0.3125,2.227217001462482,1.43359375,insertion
1355,1.0,0,0.6920836918868273,0.0,10.4040771362412,610297.3245277161,merge
470,1.0,0,0.6901572340528973,0.0,8.876516946565014,72963.16784065188,insertion
1113,0.5116906474820144,309241,0.720344275542791,0.19137466307277629,7.6534642976623495,4059.2395531370257,quick
1920,0.8374153204794164,222158,1.8707061434230265,0.0,10.906890595608534,1240405.2210243056,merge
34,1.0,0,0.8429309246060642,0.0,5.087462841250338,329.13927335640136,insertion
11,0.9,1,0.43695111377179907,0.0,3.459431618637298,36.0495867768595,insertion
1955,0.4969293756397134,976173,0.7092986452720049,0.189769820971867,8.43161904532041,13010.104094033923,quick
36,0.0,630,0.5477225572313048,0.0,5.1699250014423095,424.8055555555556,merge
27,0.5769230769230769,178,0.7410551340354068,0.0,4.754887502163471,1605.4074074074076,quick
414,0.5181598062953995,42495,0.6995969123557781,0.19082125603864733,6.195436844001492,587.3100655791267,quick
165,0.8353658536585366,1682,1.747829891549657,0.0,7.366322214245809,9423.80958677686,insertion
30,0.5172413793103449,222,0.6192758802015189,0.16666666666666666,2.364735178725505,2.312222222222222,quick
584,0.5094339622641509,83884,0.675745237593779,0.1917808219178082,6.704446307711409,1167.4006380183898,quick
18,0.8823529411764706,3,0.7599752143017822,0.0,4.169925001442312,113.20987654320987,insertion
40,0.5641025641025641,414,0.7250672768043402,0.3,4.077567157116928,42.3975,quick
23,0.5454545454545454,126,0.8254395464331759,0.34782608695652173,3.207707064470474,14.071833648393199,quick
379,1.0,0,0.6909292451512904,0.0,8.566054038171051,44729.999094965926,insertion
810,0.5006180469715699,163113,0.7284639602359483,0.19012345679012346,7.178030182062538,2291.806121018137,quick
635,1.0,0,0.701216964569976,0.0,9.310612781659463,132938.10485460973,merge
37,1.0,0,0.6957597517499474,0.0,5.209453365628954,532.400292184076,insertion
41,1.0,0,0.6892024372599098,0.0,5.357552004618081,624.0856632956574,insertion
269,1.0,0,0.7156584387623202,0.0,8.071462362556597,24340.25740385014,insertion
46,0.5555555555555556,462,0.6885303724295861,0.1956521739130435,3.011281794043139,6.877599243856334,quick
41,0.0,820,0.7466208655996162,0.0,5.357552004618081,532.9744199881023,merge
36,0.5714285714285714,236,0.9703442925424886,0.19444444444444445,2.570493466988404,2.3395061728395055,quick
1472,0.495581237253569,520989,0.7100420609913872,0.0,10.52356195605705,4569218.662795645,quick
47,0.45652173913043476,541,0.6112072202479265,0.19148936170212766,3.084096640221154,7.006790402897239,quick
1482,0.49763673193787983,543749,0.6892918239936674,0.0,10.533329732305617,4581288.477927664,quick
709,0.0,250986,0.700805272271497,0.0,9.469641817239545,165376.70933255882,merge
548,1.0,0,0.7174347118488887,0.0,9.098032082960612,105413.49120890831,merge
1177,0.5068027210884354,354059,0.7109245963649651,0.0,10.200898605038613,2744634.211977083,quick
362,0.8337950138504155,6824,1.774431218115792,0.0,8.499845887083191,45256.823601233176,merge
1123,0.0,630003,0.7318815637453011,0.0,10.133142212400902,417627.97520951467,merge
68,1.0,0,0.6337257273252627,0.0,6.087462841250345,1442.9705882352941,insertion
94,1.0,0,0.6720215046962362,0.0,6.554588851677623,3053.838388411046,insertion
34,0.0,561,0.6396021487470303,0.0,5.087462841250338,351.7067474048443,merge
1390,0.5147588192944564,487658,0.7264412430212028,0.1949640287769784,7.999363711857572,6291.163845039076,quick
32,0.8709677419354839,39,1.4086649922023902,0.0,5.0,323.93359375,insertion
45,0.5681818181818182,413,0.7577229042306974,0.2,3.130634354362319,6.525432098765432,quick
1073,0.0,575128,0.6957565748870774,0.0,10.067434360756613,405246.5382232186,merge
1502,0.8374417055296469,119630,1.9878993722611682,0.0,10.55266909751418,732928.7548851863,merge
47,0.8695652173913043,126,1.7690144661113594,0.0,5.55458885167764,716.2951561792665,insertion
49,0.0,1176,0.7099217562032258,0.0,5.614709844115208,744.6322365680968,merge
761,0.49736842105263157,145536,0.6845336169106913,0.0,9.571752643503643,1213985.3144576005,quick
409,0.5024509803921569,38927,0.6992451734110835,0.19315403422982885,6.2031844396802125,558.8927134581932,quick
430,0.47785547785547783,44371,0.6973170901142576,0.19069767441860466,6.265689575590997,595.0057382368848,quick
47,0.5217391304347826,456,0.6177005600598697,0.19148936170212766,3.0888374599344304,5.595291987324581,quick
92,0.0,4186,0.6616685181663671,0.0,6.523561956057027,2875.998582230624,merge
40,0.5897435897435898,321,0.7424477451568319,0.2,2.8291945732530337,4.1475,quick
47,0.8913043478260869,92,2.2729906478474233,0.0,5.55458885167764,678.0271616115889,insertion
519,0.0,134421,0.7179442979288654,0.0,9.019590728357883,90711.2005152936,merge
1115,0.5062836624775583,316739,0.7037995805652254,0.18744394618834082,7.635065536324337,4085.3847260150005,quick
1260,0.8371723590150913,90500,1.8721727555372896,0.0,10.299208018387265,535899.503164525,quick
46,0.8666666666666667,108,1.501960650495362,0.0,5.5235619560570095,717.3137996219282,insertion
627,0.4984025559105431,100185,0.7225255675518737,0.189792663476874,6.809425119462909,1331.2685759636151,quick
48,1.0,0,0.6604318377620716,0.0,5.5849625007211605,713.1419270833334,insertion
775,0.0,299925,0.7503767873709234,0.0,9.598052500161593,195067.2113648283,merge
37,0.5277777777777778,319,0.6894893458195677,0.24324324324324326,4.175273297885967,43.79254930606281,quick
1794,0.501952035694367,799568,0.7028651770420841,0.0,10.808964174919577,6628723.071143872,quick
1765,0.8384353741496599,169814,1.8941471993764993,0.0,10.785452468158455,1032295.2085996999,merge
278,0.49097472924187724,20002,0.7458530105004985,0.0,8.118941072723462,161456.8934837741,quick
21,0.85,10,0.679660000287826,0.0,4.39231742277876,145.17006802721087,insertion
1353,0.4770710059171598,468955,0.7119599974994697,0.19068736141906872,7.900662875436116,6063.338390666712,quick
29,0.6428571428571429,172,0.7621823000328019,0.3103448275862069,3.6335059949783677,14.475624256837095,insertion
633,0.0,200028,0.7062571397794015,0.0,9.306061689428368,133685.21577083477,merge
231,0.49130434782608695,13706,0.7348444824417353,0.18614718614718614,5.3412148202551135,182.2660369933097,quick
139,0.463768115942029,4536,0.6947459137685523,0.2517985611510791,5.953262792872086,590.4229594741473,quick
29,1.0,0,0.7634198823465141,0.0,4.857980995127571,296.5112960760998,insertion
873,0.8348623853211009,38199,1.9684088899754641,0.0,9.769837843629473,250000.71494458287,merge
655,0.5137614678899083,106790,0.7722755803423633,0.2595419847328244,8.086340760163003,10574.217152846571,quick
1225,0.8406862745098039,77322,1.9278707848400485,0.0,10.258566033890117,510865.3358540607,merge
15,0.42857142857142855,53,1.1462600090048856,0.26666666666666666,2.472905595320056,4.728888888888888,insertion
320,0.5109717868338558,26458,0.7487414024622461,0.28125,7.1321259967090604,2644.4699609374998,quick
17,0.4375,72,0.5848849872747977,0.23529411764705882,3.2639334294856344,9.114186851211073,insertion
48,0.0,1128,0.6467721821171181,0.0,5.5849625007211605,688.4375,merge
29,0.8571428571428571,46,1.3725136961788937,0.0,4.857980995127571,262.67063020214033,insertion
42,0.43902439024390244,464,0.9536482842009295,0.0,5.3923174227787625,3487.4897959183672,quick
866,0.0,374545,0.6998890567190968,0.0,9.75822321472675,244309.25168009856,merge
21,0.9,6,1.2078876587623826,0.0,4.39231742277876,172.85714285714286,insertion
419,0.4880382775119617,42704,0.7423189851628145,0.18377088305489261,6.221912508210154,546.0610386133595,quick
331,1.0,0,0.6769071788081268,0.0,8.370687406807162,36399.85365230328,insertion
697,0.0,242556,0.6874732206877936,0.0,9.445014845868512,149748.46813047928,merge
1620,0.5108091414453366,663290,0.7304515636940627,0.2716049382716049,9.475217610647514,74274.27822702331,quick
559,0.5394265232974911,78619,0.6936871011795884,0.19320214669051877,6.650719292780543,1090.4671003997043,quick
345,0.8284883720930233,7978,1.8290949103189964,0.0,8.430452551665482,39519.962058391095,merge
23,0.45454545454545453,125,0.8420753581522693,0.2608695652173913,3.501397825434103,16.60113421550094,quick
1736,0.5077809798270894,760769,0.7297374747380739,0.2782258064516129,9.55883189725316,84341.13526513622,quick
70,0.0,2415,0.6727188706826709,0.0,6.129283016944973,1522.3855102040818,merge
48,0.46808510638297873,540,0.6133232690879946,0.0,5.5849625007211605,3626.90234375,quick
46,0.0,1035,0.6438898325685681,0.0,5.5235619560570095,674.9872400756143,merge
1352,0.5011102886750555,464076,0.7679905747550085,0.2677514792899408,9.186328270378228,49985.21041312891,quick
31,0.5,221,0.7732730759786504,0.0,4.954196310386877,2182.817898022893,quick
585,1.0,0,0.7173822448997557,0.0,9.192292814470719,115223.50253780407,merge
90,0.5056179775280899,2034,0.779920833082537,0.0,6.491853096329662,17100.06222222222,quick
